Offset(P)            #Ptr   #Hnd Access Name
0x000000003da2cec8      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\spool\drivers\w32x86\3\TPPS.INI
0x000000003da2cf80      1      0 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\System Tools\Resource Monitor.lnk
0x000000003da2d6c0      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003da2da00      7      1 RW-rw- \Device\HarddiskVolume2\Users\IEUser\AppData\Local\Google\Chrome\User Data\Default\QuotaManager
0x000000003da2de28      8      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003da2e0f0      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\spool\prtprocs\w32x86\TPWinPrn.dll
0x000000003da2e710      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000003da2fd38      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\tprdpw32.dll
0x000000003da2fdf0      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wscsvc.dll
0x000000003da30f80      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\pnidui.dll
0x000000003da32038      3      0 R--r-d \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\iconv.dll
0x000000003da32708      1      0 R--r-- \Device\HarddiskVolume2\Users\IEUser\AppData\Roaming\Microsoft\Windows\Recent\Wallpaper.lnk
0x000000003da327c0      2      2 R--r-- \Device\HarddiskVolume2\Windows\Fonts\msgothic.ttc
0x000000003da32d58      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\oleacc.dll
0x000000003da339c8      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\KernelBase.dll.mui
0x000000003da355c0      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\actxprxy.dll
0x000000003da359c0      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003da36740      9      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\winhttp.dll.mui
0x000000003da37a70      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\rasadhlp.dll
0x000000003da37b30      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\OobeFldr.dll
0x000000003da37e28      1      1 R--r-- \Device\HarddiskVolume2\Windows\Registration\R00000000000c.clb
0x000000003da3a0b8      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\PrintIsolationProxy.dll
0x000000003da3a920      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\msxml6.dll
0x000000003da3c1b8      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.7600.16385_en-us_581cd2bf5825dde9
0x000000003da3c4c0      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\timedate.cpl
0x000000003da3c578      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\clusapi.dll
0x000000003da3cd28      1      1 -W-rw- \Device\HarddiskVolume2\Users\IEUser\AppData\Local\Google\Chrome\User Data\Default\Extension Rules\MANIFEST-000001
0x000000003da3ce98      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2
0x000000003da3d6d0      5      0 R--r-- \Device\HarddiskVolume2\Windows\SoftwareDistribution\DataStore\Logs\edb.log
0x000000003da3da28      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\SearchIndexer.exe.mui
0x000000003da402a8      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\advpack.dll
0x000000003da40360      8      0 RW-rwd \Device\HarddiskVolume2\Users\IEUser\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db
0x000000003da404a8      1      1 RWDrwd \Device\HarddiskVolume2\Users\IEUser\AppData\Local\Google\Chrome\User Data\Default\GPUCache\index
0x000000003da406c0      3      1 ------ \Device\NamedPipe\crashpad_1376_YYIFNSQMROLBQCSL
0x000000003da422f0      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\spoolss.dll
0x000000003da424e0      9      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\localspl.dll.mui
0x000000003da43348      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\eappcfg.dll
0x000000003da434f8      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\localspl.dll
0x000000003da43808      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\tcpmon.dll
0x000000003da441e8      2      1 ------ \Device\NamedPipe\mojo.1616.1792.16833653557452127330
0x000000003da44f80      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003da47720      8      0 R--rwd \Device\HarddiskVolume2\Windows\System32\apisetschema.dll
0x000000003da47948      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\wsecedit.dll.mui
0x000000003da4a290      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\winspool.drv
0x000000003da4a8f8      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wsnmp32.dll
0x000000003da4aeb8      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\msxml6r.dll
0x000000003da4b038      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\KernelBase.dll.mui
0x000000003da4b110      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\FXSMON.dll
0x000000003da4b2d0      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\fdPnp.dll
0x000000003da4b840      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\snmpapi.dll
0x000000003da4b990      8      3 R--r-- \Device\HarddiskVolume2\Windows\Fonts\meiryob.ttc
0x000000003da4be10      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2
0x000000003da4c3d0      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003da4c5e8      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\CertPolEng.dll
0x000000003da4cf80      2      0 R--r-d \Device\HarddiskVolume2\Program Files\Windows Defender\MpClient.dll
0x000000003da4d520      2      1 ------ \Device\NamedPipe\mojo.1616.2480.833661194195850825
0x000000003da4d8a8      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\KernelBase.dll.mui
0x000000003da4d9a8      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\KernelBase.dll.mui
0x000000003da4e290      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\TPVMMon.dll
0x000000003da4f1c0      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\api-ms-win-downlevel-advapi32-l2-1-0.dll
0x000000003da4f478      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000003da4fa80      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000003da505c8      6      0 R----- \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\icudt44l.dat
0x000000003da509d8      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wsecedit.dll
0x000000003da50cc8      8      0 R--r-d \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\gmodule-2.0.dll
0x000000003da50f80      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000003da55038      5      0 RW---- \Device\HarddiskVolume2\Users\IEUser\AppData\Local\Microsoft\Windows\WebCache\WebCacheV01.dat
0x000000003da58568      8      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Windows DVD Maker.lnk
0x000000003da58718      1      1 RW---- \Device\HarddiskVolume2\Windows\System32\catroot2\edb.log
0x000000003da59620      4      0 R--rwd \Device\HarddiskVolume2\Windows\System32\ssdpsrv.dll
0x000000003da598b8      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\svchost.exe.mui
0x000000003da5d0e0      1      1 R--rw- \Device\HarddiskVolume2\Program Files\Google\Chrome\Application\54.0.2840.99\chrome_200_percent.pak
0x000000003da5f6d8      8      0 R--rwd \Device\HarddiskVolume2\Windows\Microsoft.NET\Framework\v4.0.30319\mscoreei.dll
0x000000003da607e8      2      2 RW-rwd \Device\HarddiskVolume2\Users\IEUser\AppData\Local\Microsoft\Windows\Explorer\thumbcache_1024.
0x000000003da60c50      8      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Windows PowerShell Modules.lnk
0x000000003da623a8      9      1 R--r-d \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.7600.16385_en-us_581cd2bf5825dde9\comctl32.dll.mui
0x000000003da62a90      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2
0x000000003da62b48      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\recdisc.exe
0x000000003da62d58      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2
0x000000003da638f8      3      1 R--rwd \Device\HarddiskVolume2\Users\IEUser\AppData\Roaming\Microsoft\SystemCertificates\My
0x000000003da63b30      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wsock32.dll
0x000000003da63e88      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\mpr.dll.mui
0x000000003da643d0      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003da64558      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\fontsub.dll
0x000000003da64950      9      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\inetpp.dll.mui
0x000000003da64ca0      8      0 R--rwd \Device\HarddiskVolume2\Windows\System32\psapi.dll
0x000000003da64d58      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\resutils.dll
0x000000003da65358      8      0 R--rwd \Device\HarddiskVolume2\Windows\System32\IDStore.dll
0x000000003da65840      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\shdocvw.dll
0x000000003da65c90      6      0 RW-rwd \Device\HarddiskVolume2\Users\IEUser\AppData\Local\Microsoft\Windows\Explorer\thumbcache_256.db
0x000000003da668d0      8      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010002.wid
0x000000003da66c60      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2
0x000000003da674f8      1      1 R--rw- \Device\HarddiskVolume2\Program Files\Google\Chrome\Application\54.0.2840.99
0x000000003da67ab8      1      0 RWDrwd \Device\HarddiskVolume2\Users\IEUser\AppData\Local\Google\Chrome\User Data\Default\Cache\f_000050
0x000000003da67f80      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\sud.dll
0x000000003da68f80      1      1 R--r-- \Device\HarddiskVolume2\Windows\Fonts\timesbd.ttf
0x000000003da692a0      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003da69850      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003da699c8      3      3 R--r-- \Device\HarddiskVolume2\Windows\Fonts\times.ttf
0x000000003da69b30      1      1 R--r-- \Device\HarddiskVolume2\Windows\Fonts\timesi.ttf
0x000000003da6a1d8      1      1 R--rw- \Device\HarddiskVolume2\Program Files\Google\Chrome\Application\54.0.2840.99\resources.pak
0x000000003da6a520      1      0 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Python 2.7\IDLE (Python GUI).lnk
0x000000003da6b2c0      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000003da6b430      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\msiltcfg.dll
0x000000003da6b4e8      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2
0x000000003da6b650      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\msi.dll
0x000000003da6b8e8      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\NapiNSP.dll
0x000000003da6bb60      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003da6bcd0      1      0 R--rw- \Device\HarddiskVolume2\Users\IEUser\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Accessories\Accessibility\Ease of Access.lnk
0x000000003da6bd88      2      1 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu
0x000000003da6bf80      6      0 R--rwd \Device\HarddiskVolume2\Windows\System32\FirewallControlPanel.dll
0x000000003da6c1b8      1      0 RWDrwd \Device\HarddiskVolume2\Users\IEUser\AppData\Local\Google\Chrome\User Data\Default\Cache\f_00000d
0x000000003da6d680      2      1 ------ \Device\Afd\Endpoint
0x000000003da6e908      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\gameux.dll
0x000000003da6f1b0      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\pnrpnsp.dll
0x000000003da6f2d0     10      1 RWDrw- \Device\HarddiskVolume2\Users\IEUser\AppData\Local\Temp\etilqs_4GVKlE9f18ZmINM
0x000000003da6f8c0      8      0 R--rwd \Device\HarddiskVolume2\Windows\System32\samcli.dll
0x000000003da6fec8      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\msftedit.dll
0x000000003da6ff80      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wer.dll
0x000000003da70290      7      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\explorerframe.dll.mui
0x000000003da709d0      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\win32spl.dll
0x000000003da70c38      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wshbth.dll
0x000000003da71928      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\msls31.dll
0x000000003da71a18      8      0 R--r-d \Device\HarddiskVolume2\Program Files\Common Files\microsoft shared\ink\tiptsf.dll
0x000000003da72b30      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2
0x000000003da73290      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\winrnr.dll
0x000000003da73a50      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000003da74370      8      0 R--rwd \Device\HarddiskVolume2\Windows\System32\bcryptprimitives.dll
0x000000003da751d8      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\authui.dll.mui
0x000000003da75290      1      1 RW-r-d \Device\HarddiskVolume2\Windows\System32\wfp\wfpdiag.etl
0x000000003da758c0      8      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\displayswitch.lnk
0x000000003da75d10     17      1 -W-rw- \Device\HarddiskVolume2\Windows\Temp\vmware-vmusr.log
0x000000003da76308      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\xpsrchvw.exe.mui
0x000000003da76698      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003da76ac8      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\inetpp.dll
0x000000003da77038      2      1 ------ \Device\Afd\Endpoint
0x000000003da78da8      1      0 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Maintenance\Remote Assistance.lnk
0x000000003da7b918      7      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Caches\{6BDE375A-C9DB-4124-9B7A-622E5FC92FFA}.2.ver0x0000000000000001.db
0x000000003da7c1b8      8      0 R--rwd \Device\HarddiskVolume2\Windows\System32\normaliz.dll
0x000000003da7c9e8      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\propsys.dll.mui
0x000000003da7d0f8      8      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Windows Fax and Scan.lnk
0x000000003da7d628     10      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-LocalSessionManager%4Admin.evtx
0x000000003da7d6e0     16      1 -W-rw- \Device\HarddiskVolume2\Windows\Temp\vmware-vmsvc.log
0x000000003da7d930      9      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\win32spl.dll.mui
0x000000003da7e9c0      2      1 R--rwd \Device\HarddiskVolume2\Users\IEUser\Desktop
0x000000003da7f638      9      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003da7f6f0      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wsecedit.dll
0x000000003da80290      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2
0x000000003da80620      2      1 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu
0x000000003da80ef0      1      1 -WD--- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\IMpService925A3ACA-C353-458A-AC8D-A7E5EB378092.lock
0x000000003da812b8      2      1 R--rwd \Device\HarddiskVolume2\Users\IEUser\AppData\Roaming\Microsoft\Windows\Libraries
0x000000003da81370      2      1 R--rwd \Device\HarddiskVolume2\Users\IEUser\AppData\Roaming\Microsoft\Windows\Libraries
0x000000003da81428      2      1 R--rwd \Device\HarddiskVolume2\Users\IEUser\Desktop
0x000000003da81590      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\shell32.dll.mui
0x000000003da81bd8      1      1 ------ \Device\NamedPipe\wkssvc
0x000000003da81c98     15      1 RW-rw- \Device\HarddiskVolume2\Windows\WindowsUpdate.log
0x000000003da82110     11      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003da821c8      2      1 R--rwd \Device\HarddiskVolume2\Users\IEUser\Desktop\CS
0x000000003da82320      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\networkexplorer.dll
0x000000003da826d8      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003da83280      2      0 RW-rw- \Device\HarddiskVolume2\Users\IEUser\AppData\Roaming\Microsoft\Windows\Recent\Keylogger.Ardamax.lnk
0x000000003da839b8      2      1 R--rwd \Device\HarddiskVolume2\Users\IEUser\AppData\Roaming\Microsoft\Windows\Start Menu\Programs
0x000000003da83a70      2      1 R--rwd \Device\HarddiskVolume2\Users\IEUser\AppData\Roaming\Microsoft\Windows\Start Menu\Programs
0x000000003da84280      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000003da85618      1      1 ------ \Device\NamedPipe\srvsvc
0x000000003da85760      2      1 ------ \Device\NamedPipe\mojo.1616.1792.9816441622192618849
0x000000003da85e48      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbemcomn.dll
0x000000003da86b58      1      0 R--rwd \Device\HarddiskVolume2\Users\IEUser\Saved Games\desktop.ini
0x000000003da870c8      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\user32.dll.mui
0x000000003da88578      2      1 ------ \Device\NamedPipe\mojo.1616.1792.15664824006675030886
0x000000003da892c0      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\miguiresource.dll
0x000000003da8cde0      1      1 R--r-- \Device\HarddiskVolume2\Windows\Fonts\segoeuiz.ttf
0x000000003da8d388      1      0 R--rw- \Device\HarddiskVolume2\Users\IEUser\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Accessories\Accessibility\Narrator.lnk
0x000000003da8e948      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\DisplaySwitch.exe.mui
0x000000003da8f488      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\mycomput.dll.mui
0x000000003da91038      1      1 R--rw- \Device\HarddiskVolume2\Program Files\Google\Chrome\Application\54.0.2840.99
0x000000003da914a8      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\sppc.dll
0x000000003da91eb0      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000003da924b0      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000003da92888      7      0 R--r-d \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\plugins\common\hgfsServer.dll
0x000000003da92940      1      0 R--rwd \Device\HarddiskVolume2\Users\IEUser\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Accessories\System Tools\Desktop.ini
0x000000003da929f8      6      0 R--r-d \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\sigc-2.0.dll
0x000000003da93420      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\oledlg.dll
0x000000003da93d10      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003da93ee0      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\vsocklib.dll
0x000000003da94110      3      0 R--r-d \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\hgfs.dll
0x000000003da948a8      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000003da94960      5      0 R--r-d \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\plugins\vmsvc\guestInfo.dll
0x000000003da94b68      2      0 R--r-d \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\plugins\common\hgfsUsability.dll
0x000000003da94c20      5      0 R--r-d \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\deployPkg.dll
0x000000003da94cd8      3      0 R--r-d \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\plugins\vmsvc\bitMapper.dll
0x000000003da94f80      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\wlms\en-US\wlms.exe.mui
0x000000003da95240      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wuapi.dll
0x000000003da955d0      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000003da95720      8      0 ------ \Device\HarddiskVolume2\Windows\System32\C_1256.NLS
0x000000003da95f80      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000003da97368      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\mycomput.dll
0x000000003da97468      7      0 R--r-d \Device\HarddiskVolume2\Windows\Microsoft.NET\Framework\v4.0.30319\CORPerfMonExt.dll
0x000000003da984b8      7      3 R--r-- \Device\HarddiskVolume2\Windows\Fonts\meiryo.ttc
0x000000003da99bd8      2      1 ------ \Device\NamedPipe\mojo.1616.1792.16833653557452127330
0x000000003da9b898      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\setupapi.dll.mui
0x000000003da9cb78      1      0 R--rw- \Device\HarddiskVolume2\Users\IEUser\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Maintenance\Help.lnk
0x000000003da9e578      6      0 R--r-d \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\plugins\vmusr\desktopEvents.dll
0x000000003da9e630      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000003da9ed58      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003da9ee10      2      0 R--r-d \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\plugins\vmsvc\autoUpgrade.dll
0x000000003da9eec8      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000003da9f360      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000003da9f640      5      0 R--r-d \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\plugins\common\vix.dll
0x000000003da9f900      3      0 R--r-d \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\plugins\common\thinprint.dll
0x000000003da9ff80      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\fastprox.dll
0x000000003daa0230      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000003daa0468      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000003daa0620      7      0 R--r-d \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\plugins\vmusr\dndcp.dll
0x000000003daa0c98      8      0 ------ \Device\HarddiskVolume2\Windows\System32\C_1250.NLS
0x000000003daa0d50      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000003daa1460      5      0 R--r-d \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\plugins\vmsvc\hwUpgradeHelper.dll
0x000000003daa1908      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000003daa19c0      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000003daa1b30      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000003daa1bf8      7      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\consola.ttf
0x000000003daa21d8      3      1 R--rwd \Device\HarddiskVolume2\Windows\System32\wbem\MOF
0x000000003daa2290      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000003daa2b30      3      0 R--r-d \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\plugins\vmsvc\diskWiper.dll
0x000000003daa2c58      6      0 R--r-d \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\plugins\vmsvc\grabbitmqProxy.dll
0x000000003daa2d58      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
