Offset(P)            #Ptr   #Hnd Access Name
0x000000003dc97868     10      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Setup.evtx
0x000000003dc99468      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\crypt32.dll.mui
0x000000003dc999c8      8      0 R--rwd \Device\HarddiskVolume2\Windows\System32\nsi.dll
0x000000003dc99a88     12      0 R--rwd \Device\HarddiskVolume2\Windows\System32\utildll.dll
0x000000003dc99f80      8      0 R--rwd \Device\HarddiskVolume2\Windows\System32\consent.exe
0x000000003dc9a900      1      1 R--r-- \Device\HarddiskVolume2\Windows\Fonts\consolaz.ttf
0x000000003dc9ab30      1      1 R--rw- \Device\HarddiskVolume2\Program Files\Google\Chrome\Application\54.0.2840.99\Locales\en-US.pak
0x000000003dc9b2e8      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dxva2.dll
0x000000003dc9b990      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\d3d8thk.dll
0x000000003dc9c4e0      1      0 R--rw- \Device\HarddiskVolume2\Users\IEUser\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Accessories\System Tools\Internet Explorer (No Add-ons).lnk
0x000000003dc9c638      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\bitsperf.dll
0x000000003dc9d8f8      1      1 R--r-- \Device\HarddiskVolume2\Windows\Fonts\calibrili.ttf
0x000000003dc9deb8      1      1 R--r-- \Device\HarddiskVolume2\Windows\Fonts\segoeuil.ttf
0x000000003dc9e350     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003dc9e7d8      3      1 R--rwd \Device\HarddiskVolume2\Users\IEUser\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData
0x000000003dc9eb40      1      1 R--r-- \Device\HarddiskVolume2\Windows\Fonts\ariblk.ttf
0x000000003dc9f1d8      4      0 R--r-d \Device\HarddiskVolume2\Program Files\Google\Chrome\Application\54.0.2840.99\libegl.dll
0x000000003dca1130      1      1 RW-rwd \Device\HarddiskVolume2\Windows\CSC\v2.0.6\temp
0x000000003dca2228      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\gpsvc.dll
0x000000003dca2840      1      1 R--rwd \Device\HarddiskVolume2ꇞ
0x000000003dca2f80      3      1 R--rwd \Device\Mup\.\.
0x000000003dca31b8      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\taskschd.dll
0x000000003dca32d8      1      1 R--rw- \Device\HarddiskVolume2\Windows\CSC
0x000000003dca3ad8      1      1 R--rw- \Device\HarddiskVolume2\Windows\CSC\v2.0.6
0x000000003dca3f50      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\atl.dll
0x000000003dca4540      4      0 RW-rwd \Device\HarddiskVolume2\$MapAttributeValue
0x000000003dca4658      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003dca5208      1      1 R--rw- \Device\HarddiskVolume2\Windows\CSC\v2.0.6\namespace
0x000000003dca5430      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\slc.dll
0x000000003dca5788      1      1 R--rwd \Device\HarddiskVolume2ꇣ
0x000000003dca5908      4      1 RW-rwd \Device\HarddiskVolume2\Windows\CSC\v2.0.6\pq
0x000000003dca73e8      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\nlaapi.dll
0x000000003dca93d8      3      3 R--r-- \Device\HarddiskVolume2\Windows\Fonts\ariali.ttf
0x000000003dca9490      3      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\segoeuib.ttf
0x000000003dca9650      8      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\micross.ttf
0x000000003dcab278      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\mstask.dll
0x000000003dcab348      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2
0x000000003dcac5d8      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\es.dll
0x000000003dcae788      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\uxsms.dll
0x000000003dcaf380     10      1 R--rw- \Device\HarddiskVolume2\Users\IEUser\AppData\Local\Google\Chrome\User Data\Default\Session Storage\000005.ldb
0x000000003dcb4240      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\IPHLPAPI.DLL
0x000000003dcb51d0      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\nrpsrv.dll
0x000000003dcba648      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\winnsi.dll
0x000000003dcbaa38      1      1 R--rw- \Device\HarddiskVolume2\Program Files\Google\Chrome\Application\54.0.2840.99\resources.pak
0x000000003dcbbbe0      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003dcbd688      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dhcpcore6.dll
0x000000003dcbe790      1      1 R--rw- \Device\HarddiskVolume2\Program Files\Google\Chrome\Application\54.0.2840.99\natives_blob.bin
0x000000003dcbe890      8      0 R--rwd \Device\HarddiskVolume2\Windows\Web\Wallpaper\Architecture\Desktop.ini
0x000000003dcbf658      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\svchost.exe.mui
0x000000003dcc2350      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\UXInit.dll
0x000000003dcc2408      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\FWPUCLNT.DLL
0x000000003dcc2638      8      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\gpsvc.dll.mui
0x000000003dcc28c8      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dfrgui.exe
0x000000003dcc3330      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dnsext.dll
0x000000003dcc3908      2      1 ------ \Device\NamedPipe\mojo.1616.1792.9816441622192618849
0x000000003dcc4908      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dnsrslvr.dll
0x000000003dcc4cb0      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000003dcc5f80      1      1 R--r-- \Device\HarddiskVolume2\Windows\Fonts\palai.ttf
0x000000003dcc6360     17      1 RW-rw- \Device\HarddiskVolume2\Users\IEUser\AppData\Local\Google\Chrome\User Data\Default\Top Sites-journal
0x000000003dcc6418      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wmi.dll
0x000000003dcc69b0      1      1 RWDrwd \Device\HarddiskVolume2\Users\IEUser\AppData\Local\Google\Chrome\User Data\Default\Cache\data_1
0x000000003dcc6ce8      1      1 ------ \Device\Afd\Endpoint
0x000000003dcc7a68      2      0 R--r-d \Device\HarddiskVolume2\Program Files\Google\Chrome\Application\54.0.2840.99\libglesv2.dll
0x000000003dcc8840      1      1 R--r-- \Device\HarddiskVolume2\Windows\Registration\R00000000000c.clb
0x000000003dcc9740      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wersvc.dll
0x000000003dccc710      8      0 R--rwd \Device\HarddiskVolume2\Windows\System32\uxtheme.dll
0x000000003dccd588      2      1 ------ \Device\NamedPipe\mojo.1616.2480.7650535026606930066
0x000000003dccdb30      1      1 RWDrwd \Device\HarddiskVolume2\Users\IEUser\AppData\Local\Google\Chrome\User Data\ShaderCache\GPUCache\data_3
0x000000003dccf420      9      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\SyncCenter.dll.mui
0x000000003dccfa78     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003dccfb30      1      1 R--rw- \Device\HarddiskVolume2\Program Files\Google\Chrome\Application\54.0.2840.99
0x000000003dcd0f80     11      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-LocalSessionManager%4Operational.evtx
0x000000003dcd1850      1      1 R--r-- \Device\HarddiskVolume2\Windows\Fonts\palabi.ttf
0x000000003dcd9098      8      0 R--rwd \Device\HarddiskVolume2\Windows\System32\ntdll.dll
0x000000003dcd93a0      6      6 R--rw- \Device\HarddiskVolume2\Users\IEUser\AppData\Local\Google\Chrome\User Data\en-US-7-1.bdic
0x000000003dcda348      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wiarpc.dll
0x000000003dcdcc90      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dhcpcsvc.dll
0x000000003dcde1b0      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003dcde9a8      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\tbs.dll
0x000000003dcdf8e0      8      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Print Management.lnk
0x000000003dce19e0      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\taskcomp.dll
0x000000003dce1df0      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2
0x000000003dce3908      2      1 ------ \Device\Afd\Endpoint
0x000000003dce40a0      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\fveapi.dll
0x000000003dce4588      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\fvecerts.dll
0x000000003dce4e40      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\setupapi.dll.mui
0x000000003dce5038      1      0 R--r-- \Device\HarddiskVolume2﬈ꎟsers\IEUser\AppData\Local\Google\Chrome\User Data\Default\Preferences~RF14e2cf.TMPD
0x000000003dce5738      2      1 RWDrwd \Device\HarddiskVolume2\Users\IEUser\AppData\Local\Google\Chrome\User Data\Default\Cache\index
0x000000003dce61d8      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ktmw32.dll
0x000000003dce75f8      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\elslad.dll
0x000000003dce7820      8      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\NetworkProjection.lnk
0x000000003dce7c70      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000003dce7d28      2      1 ------ \Device\Afd\Endpoint
0x000000003dce7e48      8      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Component Services.lnk
0x000000003dce7f00      1      0 RWDrwd \Device\HarddiskVolume2\Users\IEUser\AppData\Local\Google\Chrome\User Data\Default\Cache\f_000013
0x000000003dce9ec8      8      0 R--r-d \Device\HarddiskVolume2\Users\IEUser\Desktop\file.txt
0x000000003dce9f80     10      1 RWDrw- \Device\HarddiskVolume2\Users\IEUser\AppData\Local\Temp\etilqs_kRAMYOqeUIHkcjb
0x000000003dcea290      9      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003dceb700      2      1 ------ \Device\NamedPipe\Winsock2\CatalogChangeListener-3ac-0
0x000000003dceb868      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\vmhgfs.dll
0x000000003dceb9e8     10      1 RW-r-- \Device\HarddiskVolume2\Windows\Tasks\SCHEDLGU.TXT
0x000000003dcebd58      9      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\taskcomp.dll.mui
0x000000003dcec230      7      0 R--rwd \Device\HarddiskVolume2\Windows\System32\MdSched.exe
0x000000003dcec2e8      1      1 ------ \Device\Afd\Endpoint
0x000000003dcec690     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003dcede10      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\schedsvc.dll.mui
0x000000003dcee288     10      0 RW-rwd \Device\HarddiskVolume2\$MapAttributeValue
0x000000003dcee568      1      1 ------ \Device\NamedPipe\atsvc
0x000000003dcee620      2      1 ------ \Device\NamedPipe\atsvc
0x000000003dcf0260      2      1 R--rw- \Device\HarddiskVolume2\Windows\Tasks
0x000000003dcf0700     10      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-WindowsBackup%4ActionCenter.evtx
0x000000003dcf0b90      1      1 ------ \Device\NamedPipe\atsvc
0x000000003dcf0d58      2      1 ------ \Device\Afd\Endpoint
0x000000003dcf1618      2      1 ------ \Device\Afd\Endpoint
0x000000003dcf7268      2      1 ------ \Device\Afd\Endpoint
0x000000003dcf8328      8      0 R--rwd \Device\HarddiskVolume2\Windows\System32\gdi32.dll
0x000000003dcf88f8      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\mspatcha.dll
0x000000003dcf8b20     15      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Bits-Client%4Operational.evtx
0x000000003dcf9248      7      0 R--r-d \Device\HarddiskVolume2\Program Files\Windows Defender\MpRTP.dll
0x000000003dcf9b60      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003dcfa9b8      8      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\seguisb.ttf
0x000000003dcfaa70      6      0 RW-rwd \Device\HarddiskVolume2\Users\IEUser\AppData\Local\Microsoft\Windows\Explorer\thumbcache_96.db
0x000000003dcfb168     10      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003dcfc3f8      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\setupapi.dll.mui
0x000000003dcfcc58      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003dcfdaa0      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\spoolsv.exe.mui
0x000000003dcff850      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\devenum.dll
0x000000003dcffac0      1      1 R--rw- \Device\HarddiskVolume2\Program Files\Google\Chrome\Application\54.0.2840.99\chrome_100_percent.pak
0x000000003dcffda0      1      0 R----- \Device\HarddiskVolume2\Windows\Prefetch\SEARCHPROTOCOLHOST.EXE-0CB8CADE.pf
0x000000003dcffe58      7      3 R--r-- \Device\HarddiskVolume2\Windows\Fonts\msgothic.ttc
0x000000003dd00268      1      0 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Sound Recorder.lnk
0x000000003dd011a8     10      3 R--r-- \Device\HarddiskVolume2\Windows\Fonts\timesbd.ttf
0x000000003dd01468      1      1 -W-rw- \Device\HarddiskVolume2\Users\IEUser\AppData\Local\Google\Chrome\User Data\Default\data_reduction_proxy_leveldb\MANIFEST-000001
0x000000003dd01e60      2      2 R--r-- \Device\HarddiskVolume2\Windows\Fonts\mingliu.ttc
0x000000003dd02808      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\VaultCredProvider.dll
0x000000003dd02c38      6      0 R--r-d \Device\HarddiskVolume2\Program Files\Common Files\microsoft shared\ink\tiptsf.dll
0x000000003dd039d0      8      0 R--rwd \Device\HarddiskVolume2\Windows\System32\profapi.dll
0x000000003dd041c8      6      0 R--rwd \Device\HarddiskVolume2\Windows\System32\rpcrt4.dll
0x000000003dd04c00      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7601.18455_none_72d576ad8665e853
0x000000003dd04ec8      8      0 R--rwd \Device\HarddiskVolume2\Windows\Web\Wallpaper\Characters\Desktop.ini
0x000000003dd04f80      1      0 R--rwd \Device\HarddiskVolume2\Users\IEUser\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Accessories\Accessibility\Desktop.ini
0x000000003dd05400      1      1 R--r-- \Device\HarddiskVolume2\Windows\Fonts\ariblk.ttf
0x000000003dd05608      1      1 R--rw- \Device\HarddiskVolume2\Program Files\Google\Chrome\Application\54.0.2840.99
0x000000003dd05788      8      0 R--rwd \Device\HarddiskVolume2\Windows\Resources\Ease of Access Themes\hc2.theme
0x000000003dd060f8     15      0 R--rwd \Device\HarddiskVolume2\Windows\System32\icm32.dll
0x000000003dd07398      1      0 R--rw- \Device\HarddiskVolume2\Users\IEUser\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Accessories\Command Prompt.lnk
0x000000003dd075b8      8      0 R--rwd \Device\HarddiskVolume2\Windows\System32\w32time.dll
0x000000003dd07d58      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003dd08a98      9      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003dd09f80      8      0 R--rwd \Device\HarddiskVolume2\Windows\System32\gpapi.dll
0x000000003dd0a2a0     10      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Dhcp-Client%4Admin.evtx
0x000000003dd0a358     11      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Dhcpv6-Client%4Admin.evtx
0x000000003dd0ab30      7      0 R--rwd \Device\HarddiskVolume2\Windows\System32\AudioEng.dll
0x000000003dd0b7e0      1      0 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Accessibility\Speech Recognition.lnk
0x000000003dd0bf38      8      0 R--rwd \Device\HarddiskVolume2\Windows\Resources\Ease of Access Themes\hc1.theme
0x000000003dd0c600      1      1 RW---- \Device\HarddiskVolume2\Windows\System32\catroot2\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\catdb
0x000000003dd0ccf8     17      1 RW-rw- \Device\HarddiskVolume2\Users\IEUser\AppData\Local\Google\Chrome\User Data\Default\Cookies-journal
0x000000003dd0cf80      8      0 RW---- \Device\HarddiskVolume2\Windows\AppCompat\Programs\RecentFileCache.bcf
0x000000003dd0db38      1      1 RW-rwd \Device\clfs\Device\HarddiskVolume2\Users\IEUser\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TM
0x000000003dd0ea38      1      1 R--r-- \Device\HarddiskVolume2\Windows\Fonts\palab.ttf
0x000000003dd0eb68      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003dd0f5d8      1      1 R--rw- \Device\HarddiskVolume2\Program Files\Google\Chrome\Application\54.0.2840.99\Locales\en-US.pak
0x000000003dd12570      6      0 R--rwd \Device\HarddiskVolume2\Windows\System32\sechost.dll
0x000000003dd126a0      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003dd12d58      1      1 R--rw- \Device\HarddiskVolume2\Program Files\Google\Chrome\Application\54.0.2840.99
0x000000003dd13da0      2      2 R--r-- \Device\HarddiskVolume2\Windows\Fonts\micross.ttf
0x000000003dd14880      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\cabinet.dll
0x000000003dd15650      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_5.82.7601.18201_none_ec80f00e8593ece5
0x000000003dd16038      9      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\mpr.dll.mui
0x000000003dd17400      8      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Default Programs.lnk
0x000000003dd174b8      1      1 RW---- \Device\HarddiskVolume2\Users\IEUser\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG1
0x000000003dd17668      8      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Maintenance\Desktop.ini
0x000000003dd17f10      2      1 R--rwd \Device\HarddiskVolume2\Users\IEUser\AppData\Roaming\Microsoft\Windows\Network Shortcuts
0x000000003dd18038      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\user32.dll.mui
0x000000003dd184b0      1      1 R--rw- \Device\HarddiskVolume2\Program Files\Google\Chrome\Application\54.0.2840.99\natives_blob.bin
0x000000003dd186a8      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\rdpwsx.dll
0x000000003dd18d08      8      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\desktop.ini
0x000000003dd1a128      1      1 R--r-- \Device\HarddiskVolume2\Windows\Fonts\courbd.ttf
0x000000003dd1a6e0      8      0 R--rwd \Device\HarddiskVolume2\Windows\System32\api-ms-win-downlevel-advapi32-l1-1-0.dll
0x000000003dd1bb40      2      1 RW-r-- \Device\HarddiskVolume2\Users\IEUser\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TMContainer00000000000000000002.regtrans-ms
0x000000003dd1bca0      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000003dd1c5f8      2      1 ------ \Device\NamedPipe\mojo.1616.1792.12215562029514815426
0x000000003dd1ca70      1      1 R--r-d \Device\HarddiskVolume2\Windows\Fonts\StaticCache.dat
0x000000003dd1cd48      1      1 ------ \Device\NamedPipe\trkwks
0x000000003dd1ed58      1      0 R--rwd \Device\HarddiskVolume2\Users\IEUser\AppData\Roaming\Microsoft\Windows\Recent\desktop.ini
0x000000003dd1ef80      7      0 R--r-d \Device\HarddiskVolume2\Program Files\Common Files\System\en-US\wab32res.dll.mui
0x000000003dd1f4e8      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\WindowsPowerShell\v1.0\pwrshsip.dll
0x000000003dd20118      1      1 R--rw- \Device\HarddiskVolume2\Program Files\Google\Chrome\Application\54.0.2840.99\Locales\en-US.pak
0x000000003dd20378      7      2 R--r-- \Device\HarddiskVolume2\Windows\Fonts\pala.ttf
0x000000003dd20478      1      1 R--rw- \Device\HarddiskVolume2\Program Files\Google\Chrome\Application\54.0.2840.99\chrome_200_percent.pak
0x000000003dd20cf8      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\dispci.dll
0x000000003dd21b80      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\wdc.dll.mui
0x000000003dd21c80      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\notepad.exe
0x000000003dd22668      2      1 ------ \Device\NamedPipe\trkwks
0x000000003dd227d8      1      1 ------ \Device\NamedPipe\trkwks
0x000000003dd23cf0     10      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-StoreMgr%4Operational.evtx
0x000000003dd247b0      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\msisip.dll
0x000000003dd251a8      9      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\sysmain.dll.mui
0x000000003dd25f80      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\svchost.exe.mui
0x000000003dd27ad8      1      1 RW---- \Device\HarddiskVolume2\Users\IEUser\ntuser.dat.LOG2
0x000000003dd27d88      9      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003dd28a40     16      1 -W-rw- \Device\HarddiskVolume2\Users\IEUser\AppData\Local\Google\Chrome\User Data\Default\Extension State\000003.log
0x000000003dd28f80      1      1 RWDrwd \Device\HarddiskVolume2\Users\IEUser\AppData\Local\Google\Chrome\User Data\Default\Cache\data_3
0x000000003dd29390      8      0 R--rwd \Device\HarddiskVolume2\Windows\System32\logoncli.dll
0x000000003dd2a310      8      0 R--r-- \Device\HarddiskVolume2\Windows\AppPatch\pcamain.sdb
0x000000003dd2aaa0      8      0 R--r-d \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\VMware VGAuth\VGAuthService.exe
0x000000003dd2aeb8      2      1 RW-r-- \Device\HarddiskVolume2\Users\IEUser\AppData\Local\Microsoft\Windows\UsrClass.dat{bf585ff9-3bfe-11e3-ad72-00155de6c5e3}.TMContainer00000000000000000001.regtrans-ms
0x000000003dd2c290      2      1 ------ \Device\NamedPipe\srvsvc
0x000000003dd2c7c0      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\NCProv.dll
0x000000003dd2d220      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\WMASF.DLL
0x000000003dd2d638      8      0 R--rwd \Device\HarddiskVolume2\Windows\System32\credui.dll
0x000000003dd2d7a0      2      1 RW-r-- \Device\HarddiskVolume2\Users\IEUser\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TMContainer00000000000000000001.regtrans-ms
0x000000003dd2d910      2      1 RW-r-- \Device\HarddiskVolume2\Users\IEUser\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TM.blf
0x000000003dd2df80      3      3 R--r-- \Device\HarddiskVolume2\Windows\Fonts\segoeuib.ttf
0x000000003dd2eb30      9      1 RW-r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Network\Downloader\qmgr0.dat
0x000000003dd2ec28      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\crypt32.dll.mui
0x000000003dd2f290      7      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-User Profile Service%4Operational.evtx
0x000000003dd2f348     11      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-BranchCacheSMB%4Operational.evtx
0x000000003dd2fa00      9      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003dd2ff10      8      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Windows PowerShell\desktop.ini
0x000000003dd30a60      1      0 R--rw- \Device\HarddiskVolume2\Users\IEUser\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Accessories\System Tools\computer.lnk
0x000000003dd30ba0      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\MdSched.exe.mui
0x000000003dd31390      1      0 R--rwd \Device\HarddiskVolume2\Users\Public\desktop.ini
0x000000003dd31510      9      1 RWDrwd \Device\HarddiskVolume2\Users\IEUser\AppData\Local\Google\Chrome\User Data\ShaderCache\GPUCache\data_2
0x000000003dd33100      1      1 R--rw- \Device\HarddiskVolume2\Program Files\Google\Chrome\Application\54.0.2840.99\snapshot_blob.bin
0x000000003dd33788      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2
0x000000003dd33b68      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2
0x000000003dd33c98      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003dd35668      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\mstsc.exe.mui
0x000000003dd35e50      7      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Caches\{DDF571F2-BE98-426D-8288-1A9A39C3FDA2}.2.ver0x0000000000000002.db
0x000000003dd36038      1      1 R--r-- \Device\HarddiskVolume2\Windows\Registration\R00000000000c.clb
0x000000003dd361b0      5      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Caches\{6AF0698E-D558-4F6E-9B3C-3716689AF493}.2.ver0x0000000000000017.db
0x000000003dd36540      1      1 R--rw- \Device\HarddiskVolume2\Program Files\Google\Chrome\Application\54.0.2840.99\natives_blob.bin
0x000000003dd36910      9      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003dd36b30      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003dd36f80      9      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\propsys.dll.mui
0x000000003dd3ccb8      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\bfe.dll.mui
0x000000003dd3d150      6      0 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Caches\cversions.2.db
