Offset(P)            #Ptr   #Hnd Access Name
0x000000001116d038      2      1 ------ \Device\NamedPipe\PIPE_EVENTROOT\CIMV2SCM EVENT PROVIDER
0x000000001116d308      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\RpcEpMap.dll
0x000000001116dc88      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\sppsvc.exe.mui
0x00000000111b33e8      6      2 R--r-- \Device\HarddiskVolume2歶

0x00000000111b34a0      1      1 R--rw- \Device\HarddiskVolume2〈ꔧ�蕓C:\Users\IEUser\AppData\Local\Google\Chrome\User Data\Default\Storage\ext\chrome-signin\def\databases-i
0x00000000111b3ce0      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00000000113e2d98      1      1 RWDrwd \Device\HarddiskVolume2_E99BA0BB58B4FBD1_MLANG.DLL.MUI_2904864A
0x0000000011415098      8      0 R--r-d \Device\HarddiskVolume2瀈둄켈꽇歽
0x0000000011415428      1      0 R--rw- \Device\HarddiskVolume2ࠁ؃䵃䥖ꕰ0⌡ꐻ죉퇱A
0x000000001142d5e8      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\csrsrv.dll
0x000000001144e148      1      1 R--rw- \Device\HarddiskVolume2휸꽛뼈gram Files\Windows Photo Viewer\en-US\PhotoViewer.dll.mui
0x000000001144ed58      8      0 R--rwd \Device\HarddiskVolume2ft.NET\Framework\v2.0.50727\AS
0x0000000011533038      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\authui.dll.mui
0x0000000011533b30      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\MMDevAPI.dll
0x00000000115f2218      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\imageres.dll
0x00000000115f2620      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wtsapi32.dll
0x00000000115f2e10      2      1 ------ \Device\Afd\Endpoint
0x00000000116585c8      1      1 R--rw- \Device\HarddiskVolume26_microsoft-windows-u..anagement.resources_31bf3856ad364e35_6.1.
0x00000000119ce0f0      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\winmm.dll.mui
0x00000000119f4370      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00000000119f4688      2      1 R--rwd \Device\HarddiskVolume2\Users\IEUser\AppData\Local\Microsoft\Credentials
0x0000000011a9c620     11      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-OfflineFiles%4Operational.evtx
0x0000000011b38f40      8      0 R--r-d \Device\HarddiskVolume2
0x0000000011babad0      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x0000000011c44f80      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\tdh.dll
0x0000000011de3360      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x0000000011de3640      5      0 R--r-d \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\plugins\common\vix.dll
0x0000000011de3900      3      0 R--r-d \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\plugins\common\thinprint.dll
0x0000000011de3f80      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\fastprox.dll
0x0000000011f69d60      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\profsvc.dll
0x00000000120ec330      2      1 ------ \Device\Afd\Endpoint
0x00000000121a08d0      8      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010002.wid
0x00000000121a0c60      1      1 R--rw- \Device\HarddiskVolume2数
0x00000000121b2778      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00000000121b29a0      7      0 R--r-- \Device\HarddiskVolume2온꽀钠꽚㔈꽟
0x00000000121b2e88      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\esscli.dll
0x000000001226a580      8      0 R--r-d \Device\HarddiskVolume2�译ꍘ芔y
0x000000001226a858      8      0 R--rwd \Device\HarddiskVolume2܈x
0x000000001226aa68      8      0 R--r-d \Device\HarddiskVolume2ui_793ef98d
0x000000001226ac08      3      0 R--r-d \Device\HarddiskVolume2SERPROFILE%\AppData\Roaming\Mi
0x0000000012276850      3      0 R--r-d \Device\HarddiskVolume2地ꔮ먀ꈅdows\System32\DriverStore
0x0000000012276ac0      1      1 R--rw- \Device\HarddiskVolume2睠ꔤ�蕓gram Files\Google\Chrome\Application\54.0.2840.99\chrome_100_percent.pak
0x0000000012276e58      7      3 R--r-- \Device\HarddiskVolume2Ё؇瑎潦\Windows\System32\pl-PL
0x00000000122d4c98      1      1 ------ \Device\NamedPipe\ntsvcs
0x0000000012313958      1      1 ------ \Device\NamedPipe\LSM_API_service
0x00000000123d2a28      8      0 R--rwd \Device\HarddiskVolume2\Windows\WindowsShell.Manifest
0x0000000012592948      8      0 R--r-d \Device\HarddiskVolume2ON_FILES_MICROSOFT_SHARED_INK_HU-HU_8FC97CA81
0x00000000126cf890      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00000000127e16c8      9      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00000000127e19b0      1      0 RW-rwd \Device\HarddiskVolume2\$NonCachedIo
0x00000000127e1ea8      8      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Memory Diagnostics Tool.lnk
0x0000000012b8b3a0      1      1 RW---- \Device\HarddiskVolume2\Windows\System32\config\SOFTWARE
0x0000000012b8b4e8      1      1 RW---- \Device\HarddiskVolume2\Windows\System32\config\SOFTWARE.LOG1
0x0000000012bee3e8      1      1 R--rw- \Device\HarddiskVolume2gs_cn.py.encrypt
0x0000000012beed08      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\rasdlg.dll.mui
0x0000000012c41a68      1      1 R--rw- \Device\HarddiskVolume2﬐첁
0x0000000012cb02e8      8      0 R--r-d \Device\HarddiskVolume2큈ꈁ⃸덂㹑ᯞÜ
0x0000000012cb03a0      8      0 RW-r-- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_
0x0000000012da2950      3      0 R--r-d \Device\HarddiskVolume2
0x0000000012e05318      8      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\AltTab.dll.mui
0x0000000012ebaaa8      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000000012ebad58     14      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000000012f4f2a0      2      1 ------ \Device\NamedPipe\
0x0000000012f4fac0      1      1 R--rw- \Device\HarddiskVolume2s_windows_sidebar_gadgets_cpu.gadget_en-us_css_25b24cc85d6f7250.cdf-mss꒢
0x0000000012fb1d18      2      1 ------ \Device\Afd\Endpoint
0x0000000012fe6528      1      0 R--rw- \Device\HarddiskVolume2ᝠ顉
0x0000000012fe6e18      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\zipfld
0x0000000012fe6f80      6      0 R--rwd \Device\HarddiskVolume2\Windows\System32\KBDUS.DLL
0x000000001306e400      2      2 R--r-- \Device\HarddiskVolume2
0x000000001306e528      1      1 R--rw- \Device\HarddiskVolume2#
0x000000001311f270      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000001311fa00      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\msdtcVSp1res.dll
0x0000000013351910      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ncsi.dll
0x00000000133719b8      8      0 R--r-- \Device\HarddiskVolume2ࠁ؇䵃慖
0x0000000013371a70      6      0 RW-rwd \Device\HarddiskVolume2鎰訇㗐ꅪ旎
0x00000000133740f8      7      0 R--rwd \Device\HarddiskVolume2\Windows\System32\AuxiliaryDisplayClassInstaller.dll
0x00000000133741b0      3      3 R--r-- \Device\HarddiskVolume2
0x000000001340e278      2      0 RW-rwd \Device\HarddiskVolume2\$MapAttributeValue
0x00000000135d6730      4      0 R--r-d \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7601.18455_none_72d576ad8665e853
0x00000000135d6c68      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\qmgrprxy.dll
0x000000001363a628      1      1 -W-rw- \Device\HarddiskVolume2�꼷ꔨ꽈dows\System32\winevt\Logs\MiĭMicrosoft-Windows-AppLocker%4EXE and DLL.evtxMICROSOFT-WIN
0x00000000136589e0      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\taskcomp.dll
0x00000000136791d8      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\authui.dll.mui
0x0000000013679290      1      1 RW-r-d \Device\HarddiskVolume2\Windows\System32\wfp\wfpdiag.etl
0x00000000136798c0      8      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\displayswitch.lnk
0x0000000013679d10     17      1 -W-rw- \Device\HarddiskVolume2\Windows\Temp\vmware-vmusr.log
0x000000001369e568      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\mshtml.dll
0x000000001369ed58      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wermgr.exe
0x000000001369ef18      6      0 R--rwd \Device\HarddiskVolume2\Windows\System32\syncui.dll
0x00000000136d5d58      1      0 R--rwd \Device\HarddiskVolume2ò
0x000000001371e5c0      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\wship6.dll.mui
0x000000001371e708      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2
0x000000001371ec08      1      1 R--r-d \Device\HarddiskVolume2℈
0x000000001371ec08      1      1 R--r-d \Device\HarddiskVolume2℈
0x00000000138c1e48      1      1 R--r-d \Device\HarddiskVolume2䥀ꈎᐠꎔhon27\Lib\xml\dom\NodeFilter.py.enc
0x000000001396f568      4      1 RW-r-d \Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\AppData\Local\~FontCache-FontFace.dat
0x000000001396fa90      1      0 RW-rwd \Device\HarddiskVolume2\$PrepareToShrinkFileSize
0x000000001398f660     11      1 RWD--- \Device\HarddiskVolume2\Windows\SoftwareDistribution\DataStore\Logs\tmp.edb
0x000000001398f778      3      1 R--rwd \Device\HarddiskVolume2\Windows\System32\drivers\etc
0x000000001398fe00      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\hgcpl.dll
0x0000000013a74908      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\SndVolSSO.dll
0x0000000013ad6038      7      0 RW-rw- \Device\HarddiskVolume2뙌甦ؠ닐蝁毽<
0x0000000013ad6c28      6      0 RW-rw- \Device\HarddiskVolume2먀ꐻ鸈蹔rs\IEUser\AppData\Local\GoogŬx86_microsoft-windows-i..er-engine.
0x0000000013ad6f80      3      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Application-Experience%4Program-Compatibility-Assistant.evtx
0x0000000013af8108      8      0 R--rwd \Device\HarddiskVolume2flineAvailability;*System.Off
0x0000000013af84a0      2      1 R--rwd \Device\HarddiskVolume2\Users\IEUser\AppData\Local\Microsoft\Windows\WER\ERC
0x0000000013af8df8      2      2 R--r-- \Device\HarddiskVolume2COMMENT_BASED_HELP.HELP.TX
0x0000000013af8f38      1      0 R--rw- \Device\HarddiskVolume2兠ꂣ哰谷灂
0x0000000013d3a330      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dnsext.dll
0x0000000013d3a908      2      1 ------ \Device\NamedPipe퇸ꅩ䐰ꈖdows\System32\en-US\rstrui.exe.
0x0000000013f7c0e0      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x0000000013f7c290      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\sqmapi.dll
0x0000000013f7c348      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.mfc_1fc8b3b9a1e18e3b_9.0.30729.4148_none_4bf5400abf9d60b7
0x000000001413f358      4      1 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010004.ci
0x000000001413f4d0      8      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010005.wid
0x000000001413fa18      2      1 ------ \Device\NamedPipe\MsFteWds
0x000000001413fd00      9      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010004.wsb
0x000000001413ff80      8      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010006.wid
0x000000001433eb30      1      0 R--r-- \Device\HarddiskVolume2ĘꞄꦨ褚䀈褺Ā
0x00000000143505b8      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\umrdp.dll
0x000000001440bf80      8      1 R--r-d \Device\HarddiskVolume2ather.Gadget\imaĖtest_codeop.py.encryptT
0x00000000144e5108      1      0 R--rw- \Device\HarddiskVolume2_MICROSOFT-WINDOWS-S..URATIONENGINECLIENT_31BF3856AD364E35_6.1.7601.17514_NONE_3A154C47375D8
0x00000000144e54f8      1      1 R--rwd \Device\HarddiskVolume2Ṡ谹핊ࠕ؍䥆獣
0x00000000144e5648      1      0 R--rw- \Device\HarddiskVolume2\Windows\System32\sppcext.dll
0x00000000144e5700      4      0 R--r-d \Device\HarddiskVolume2؃瑎潦؄ਅ瑎獆軨꼺縨囀핅
0x00000000144e5880      2      0 R--rwd \Device\HarddiskVolume2\Windows\System32\themeui.dll
0x00000000144fc400      1      1 R--r-- \Device\HarddiskVolume2
0x00000000144fc608      1      1 R--rw- \Device\HarddiskVolume2▨꼼ᖨꅢ皸蹎
0x00000000144fc788      8      0 R--rwd \Device\HarddiskVolume2\Windows\Resources\Ease of Access Themes\hc2.theme
0x000000001451f6e0      3      3 R--r-- \Device\HarddiskVolume2호蕓߰ꈄ᩽ᦪ΄
0x000000001451fcf8      4      0 R--rwd \Device\HarddiskVolume2\Windows\System32\imm32.dll
0x0000000014534270      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\devobj.dll
0x000000001457bed8      1      0 R--r-d \Device\HarddiskVolume2褷䣸褹dows\System32\rundll32.exe
0x000000001474a400      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001474a560      8      0 R--rwd \Device\HarddiskVolume2܈x
0x000000001474a6e8      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ubpm.dll
0x000000001474a910      9      0 R--r-- \Device\HarddiskVolume2\Windows\SoftwareDistribution\DataStore\DataStore.edb
0x000000001474a9e0      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\WMIsvc.dll
0x000000001474aa98     13      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00000000147c7f80     11      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-LocalSessionManager%4Operational.evtx
0x000000001486c688      9      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\gameux.dll.mui
0x00000000148b0038      1      1 R--r-- \Device\HarddiskVolume2㍒ᴲ₉
0x00000000148b03a8     11      3 R--r-- \Device\HarddiskVolume2
0x00000000148b0588      2      1 R--rwd \Device\HarddiskVolume2쥰
0x000000001494f170      9      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\MsCtfMonitor.dll.mui
0x0000000014a0f330      2      1 RW-rw- \Device\clfsKtmLog
0x0000000014a0f4f8      2      1 RWDrwd \Device\clfs\Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLog
0x0000000014aeb500      7      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000000014aeba08      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000000014b70ed8     10      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000000014bb1258      1      1 RWDr-d \Device\HarddiskVolume2\Windows\System32\LogFiles\WMI\RtBackup\EtwRTMsMpPsSession7.etl
0x0000000014c16940      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2
0x0000000014c19d30      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x0000000014c6b628      7      3 R--r-- \Device\HarddiskVolume2ࠂ੆瑎獆焰덒
0x0000000014c6b6e0      8      1 RW-rw- \Device\HarddiskVolume2កꎔ效诂rs\IEUser\AppData\Local\Google\Chrome\User Data\Default\Extensi
0x0000000014c6ba98      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\browcli.dll
0x0000000014c6bf80      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\wbemsvc.dll
0x0000000014d84750      7      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx
0x0000000014de0038      3      3 R--r-- \Device\HarddiskVolume2adget_images_e8b234ae384ba
0x0000000014e79038      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\WmiPrvSD.dll
0x0000000015022590      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\aelupsvc.dll
0x0000000015022778      7      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\services.exe.mui
0x0000000015093158      8      0 R--rwd \Device\HarddiskVolume2\autoexec.bat
0x00000000150934a8      7      0 R--rwd \Device\HarddiskVolume2\Windows\System32\McxDriv.dll
0x0000000015093f80      1      1 R--r-- \Device\HarddiskVolume2ﾰ둁킐蹑塚ӣĐ
0x00000000150c12a0     10      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Dhcp-Client%4Admin.evtx
0x00000000150c1358     11      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Dhcpv6-Client%4Admin.evtx
0x00000000150c1b30      7      0 R--rwd \Device\HarddiskVolume2\Windows\System32\AudioEng.dll
0x0000000015139a08      9      1 RW-r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Network\Downloader\qmgr1.dat
0x0000000015139c20      8      0 R--r-d \Device\HarddiskVolume2856AD364E35_6.1.7600.16385_EN-US_9197
0x0000000015161960      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\bcrypt.dll
0x0000000015161cf8      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\efssvc.dll
0x00000000152af268      1      1 R--r-d \Device\HarddiskVolume2ꖬꈘ
0x00000000152d2990      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\d3d8thk.dll
0x000000001533df80      2      1 ------ \Device\NamedPipe쀈ꈅ䟀ꎍrs\IEUser\AppData\Local\Tem
0x00000000156a8a48      7      0 R--r-d \Device\HarddiskVolume2\Windows\Fonts\marlett.ttf
0x00000000156a8eb8      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\winsta.dll
0x00000000156d1038      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\apphelp.dll
0x00000000156d1298      1      1 R--r-- \Device\HarddiskVolume2殺ꂺ癀褽Ђਕ䥆獣쐘핈쎨蘭
0x00000000156d13c8      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\lsass.exe
0x00000000156d19d0      4      0 R--r-d \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Definition Updates\{25489356-D18C-4F96-8B65-A3F2D1CA1D93}\mpengine.dll
0x00000000156d1e48      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\sspicli.dll
0x000000001576a678      6      0 R--r-d \Device\HarddiskVolume2OURCES_31BF3856AD364E35_6.1.7601.17514
0x0000000015772190      4      0 R--r-d \Device\HarddiskVolume2橀R찁칪핉¾
0x00000000157a9168      2      0 RW---- \Device\HarddiskVolume2쀈천蕓庸첲
0x00000000157a9d60      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\lsmproxy.dll
0x00000000157bb908      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dnsrslvr.dll
0x00000000157bbcb0      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x0000000015967148      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000000015967258      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x0000000015967620      3      0 R--r-d \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\plugins\vmusr\unity.dll
0x00000000159677e0      8      0 ------ \Device\HarddiskVolume2\Windows\System32\C_1253.NLS
0x0000000015967b58      2      0 R--r-d \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\plugins\vmsvc\autoLogon.dll
0x0000000015967d58      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x0000000015b8bc98     11      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Diagnostics-Performance%4Operational.evtx
0x0000000015c601d8      1      0 R--r-- \Device\HarddiskVolume2퀈꽉歸쾆Ђਸ਼䵆湦懐꽟
0x0000000015c60718      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2
0x0000000015d831d0      1      1 R--r-- \Device\HarddiskVolume2\Windows\Registration\R00000000000c.clb
0x0000000015d834e8      9      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000000015d83f80      7      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wuapp.exe
0x0000000015e78310      8      0 R--rwd \Device\HarddiskVolume2
0x0000000015e789e8      8      0 R--r-- \Device\HarddiskVolume2㟙ꂐ㒩꼾ꑱ핚緡识幙핊栩덏ࠇ؍䥆獣
0x0000000015e78f80      2      1 ------ \Device\Afd\Endpoint
0x0000000015e9b320     18      2 -W-rw- \Device\HarddiskVolume2\ProgramData\VMware\VMware VGAuth\logfile.txt.0
0x0000000015e9b598      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x0000000015e9b6e0     16      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000000015e9bbe8     15      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000000015f61908      7      0 R--r-d \Device\HarddiskVolume2\Windows\Fonts\8514oem.fon
0x0000000015f61d58      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\user32.dll.mui
0x0000000015fe6880      8      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Desktop.ini
0x0000000016081700      1      1 R--rw- \Device\HarddiskVolume2歶
0x00000000163c66f0      8      0 R--r-- \Device\HarddiskVolume2
༤蠥
0x0000000016504e10      1      1 ------ \Device\NamedPipe\protected_storage
0x0000000016504ec8      2      1 ------ \Device\NamedPipe\protected_storage
0x000000001651b7b0      6      3 R--r-- \Device\HarddiskVolume2 ꂓ䙰ꂿ吠던
0x000000001651b870      1      1 R--rw- \Device\HarddiskVolume2
0x00000000165cc110      8      1 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\0001000A.ci
0x00000000165cc398      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\SearchIndexer.exe.mui
0x00000000165cca38      1      0 R--rwd \Device\HarddiskVolume2\Users\IEUser\AppData\Local\Micros
0x00000000165ccf80      3      0 R--rwd \Device\HarddiskVolume2\Windows\Fonts\lucon.ttf
0x00000000166c8a70      2      1 ------ \Device\NamedPipe\Windows\System32\en-US\propsys
0x0000000016802f80      1      1 ------ \Device\Afd\Endpoint
0x0000000016843600      1      1 RW---- \Device\HarddiskVolume2\Windows\System32\catroot2\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\catdb
0x0000000016843cf8     17      1 RW-rw- \Device\HarddiskVolume2땐谲ꈕ
0x0000000016843f80      8      0 RW---- \Device\HarddiskVolume2e-ws2ifsl_31bf3856ad364e35_6.1.7600.16385_none_
0x00000000168b2c98      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2
0x0000000016a141d8      1      1 R--rw- \Device\HarddiskVolume2ࡐ蕔뗠褪
0x0000000016a142c8      8      0 R--r-- \Device\HarddiskVolume2\Users\IEUser\Desktop\CS\volatility
0x0000000016a14850      8      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Paint.lnk
0x0000000016a14908      1      1 R--rw- \Device\HarddiskVolume2衈ꎟꀈꐼgram Files\Google\Chrome\Application\54.0.2840.99\chrome_200_percent.pak
0x0000000016ba7840      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x0000000016c065d8      1      1 R--rw- \Device\HarddiskVolume2up\x86_microĶ$$_resources_themes_aero_en-us_ab16867f204414fa.cdf-ms$$_R
0x0000000016c2eb90      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\netprofm.dll.mui
0x0000000016c2ef80      2      1 R--rwd \Device\HarddiskVolume2
0x0000000016ef6100      6      0 R--rwd \Device\HarddiskVolume2\Windows\System32\webcheck.dll
0x0000000016ef6310      7      0 R--rwd \Device\HarddiskVolume2\Windows\System32\filemgmt.dll
0x00000000170002b8      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\winbio.dll
0x0000000017000b50      7      0 R--rwd \Device\HarddiskVolume2\Windows\System32\FXSSVC.exe
0x0000000017000cb0      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wpdshext.dll
0x00000000170a5648      2      2 R--r-- \Device\HarddiskVolume2T_8896FEE7E045B2CA.MANIFES
0x00000000170a59f0      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\bitsigd.dll
0x00000000170a5d58      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000000017191b38      5      0 R--r-d \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\TPAutoConnect.exe
0x0000000017249360     16      1 -W-r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\GatherLogs\SystemIndex\SystemIndex.8.gthr
0x00000000172f5468      4      0 R--r-- \Device\HarddiskVolume2쎠둀蘒첾Ԙ
0x00000000172f56d8      1      1 RW-rwd \Device\clfs\Device\HarddiskVolume2\Users\IEUser\AppData\Local\Microsoft\Windows\UsrClass.dat{bf585ff9-3bfe-11e3-ad72-00155de6c5e3}.TM
0x00000000172f57f8      2      1 R--rwd \Device\HarddiskVolume2\Users\IEUser\AppData\Roaming\Microsoft\Credentials
0x00000000172f58b0      1      1 RW---- \Device\HarddiskVolume2\Users\IEUser\AppData\Local\Microsoft\Windows\UsrClass.dat
