Offset(P)            #Ptr   #Hnd Access Name
0x0000000031a1db30      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wsock32.dll
0x0000000031a1de88      1      1 R--r-d \Device\HarddiskVolume2㨨訒붐꽕歶
0x0000000031a95d58      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\negoexts.dll
0x0000000031ab27c0      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\dmocx.dll
0x0000000031ab29e8      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\IDStore.dll
0x0000000031ab2aa0      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\aclui.dll
0x0000000031ab2cc8      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\desk.cpl
0x0000000031c01358      8      1 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010006.dir
0x0000000031c014f8      8      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010007.wid
0x0000000031c015b0      8      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010008.wid
0x0000000031c01b30      8      1 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010005.dir
0x0000000031dd1348      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wiarpc.dll
0x0000000031f2e2d0      1      1 RW-r-d \Device\HarddiskVolume2\Windows\System32\wdi\LogFiles\WdiContextLog.etl.001
0x000000003205a728      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\sxs.dll
0x000000003205ab10      2      2 R--r-- \Device\HarddiskVolume2鞘ꅩ�蕓尘ꅪ୸핋恟�
0x0000000032353068      1      1 ------ \Device\Afd쥀핌恈ꔠ삨訁䕽跛歶
0x0000000032353858      1      1 ------ \Device\Afd\Endpoint
0x00000000323a5460      5      0 R--r-d \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\plugins\vmsvc\hwUpgradeHelper.dll
0x00000000323a5908      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x00000000323a59c0      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x00000000323a5b30      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x00000000323a5bf8      7      0 R--r-- \Device\HarddiskVolume2ㄳ絅ર둂؈؆䵃慖
0x00000000324e6f18      8      0 R--rwd \Device\HarddiskVolume2
0x00000000324fb4d8      2      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\config\TxR\{6cced300-6e01-11de-8bed-001e0bcd1824}.TxR.blf
0x00000000324fb7b8      2      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\config\TxR\{6cced301-6e01-11de-8bed-001e0bcd1824}.TM.blf
0x00000000324fbcf8      8      0 R--r-d \Device\HarddiskVolume2\Windows\Fonts\cga40woa.fon
0x00000000325cd038      9      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\mpr.dll.mui
0x00000000325f79c0      8      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\desktop.ini
0x00000000325f7a78      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\UIAnimation.dll
0x00000000325f7b30      7      0 R--r-d \Device\HarddiskVolume2
0x0000000032609570      6      0 R--rwd \Device\HarddiskVolume2⹸敒潳牵散ⱳ⸳⸰⸰ⰰ湥㌬戱㍦㔸愶㍤㐶㍥ⰵ獭汩
0x00000000326096a0      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x00000000326e6928      8      0 R--r-- \Device\HarddiskVolume2칦ર둂؂؆䵃慖
0x00000000327e39e0      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\imagehlp.dll
0x0000000032a3f840      1      1 R--r-- \Device\HarddiskVolume2\Windows\Registration\R00000000000c.clb
0x0000000032ae8038      8      0 ------ \Device\HarddiskVolume2\Windows\System32\C_1251.NLS
0x0000000032ae80f0      7      0 ------ \Device\HarddiskVolume2\Windows\System32\C_950.NLS
0x0000000032ae8510      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x0000000032ae85c8      3      0 R--r-d \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\plugins\vmsvc\deployPkgPlugin.dll
0x0000000032b1b8b8      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wscui.cpl
0x0000000032ebc808      1      1 R--rw- \Device\HarddiskVolume2Y\USER\S-1-5-21-3463664321-2923530833-3546627382-1000_Classes\CLSID\{F02C1A0
0x0000000032ebc8f8      1      1 R--r-- \Device\HarddiskVolume2\Windows\Registration\R00000000000c.clb
0x0000000032f09c78      1      1 ------ \Device\NamedPipe\wkssvc
0x0000000032f22290      7      0 R--r-d \Device\HarddiskVolume2\Windows\Fonts\8514sys.fon
0x0000000032f224b8      1      1 R--r-d \Device\HarddiskVolume2\Windows\Fonts\StaticCache.dat
0x0000000032f708d8      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\msimtf.dll
0x0000000032f70f80      2      1 R--rwd \Device\HarddiskVolume2\Users\IEUser\AppData\Local\Microsoft\Windows\WER\ReportArchive
0x000000003302fa10      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\perftrack.dll
0x000000003302fac8      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\aepic.dll
0x000000003302ff38      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\sfc_os.dll
0x00000000330879f8      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\wbemcore.dll
0x0000000033087c50      1      1 R--rw- \Device\HarddiskVolume20
0x00000000331250f0      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\spool\prtprocs\w32x86\TPWinPrn.dll
0x0000000033125710      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x0000000033178370      8      0 R--rwd \Device\HarddiskVolume2Ꜥꅱ
0x000000003318a620      1      0 R--rwd \Device\HarddiskVolume2BAG:SYD:(A;;0xf0007;;;SY)(A;;0x7;
0x000000003318aa70      8      2 R--r-- \Device\HarddiskVolume2蹐
0x00000000333932d8      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\user32.dll.mui
0x0000000033393ca0      1      1 R--r-d \Device\HarddiskVolume2\Windows\ehome\malgunmc.ttf
0x00000000333f4688      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dhcpcore6.dll
0x0000000033442118      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000000033673038      6      0 R--r-d \Device\HarddiskVolume2
0x0000000033673638      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wdscore.dll
0x00000000337392f0      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\spoolss.dll
0x00000000337394e0      9      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\localspl.dll.mui
0x000000003375adf0      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\FirewallAPI.dll.mui
0x000000003375f380      2      1 ------ \Device\NamedPipe\GoogleCrashServices\S-1-5-18
0x000000003375f470     11      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-ReadyBoost%4Operational.evtx
0x000000003375f830     16      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Defender%4WHC.evtx
0x00000000337978a8      1      1 R--rw- \Device\HarddiskVolume2婐핑 ꮪ젖
0x0000000033797960      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\iphlpsvc.dll
0x0000000033797f80      1      1 R--rw- \Device\HarddiskVolume23856ad364e35_6.1.7601.17514_zh-cn_a8afc467a4245c19.ma
0x00000000337df038      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00000000337df678      8      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010009.wid
0x00000000337dfd10      5      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\Msdtc\MSDTC.LOG
0x00000000337ffa98      9      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00000000338ed9c0      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\svchost.exe.mui
0x0000000033938288      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000000033a2e1b8      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\scesrv.dll
0x0000000033a2e5a0      8      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Windows Media Player.lnk
0x0000000033a2ea78      1      1 R--r-- \Device\HarddiskVolume2
0x0000000033a74370      8      0 R--r-d \Device\HarddiskVolume2\
0x0000000033aa0ec8      8      0 R--r-d \Device\HarddiskVolume2Ё؃晐䭆┱苗贈톂懡㹊
0x0000000033aa0f80     10      1 RWDrw- \Device\HarddiskVolume2
0x0000000033aec5b0      1      1 ------ \Device\NamedPipe\lsass
0x0000000033b0fad0      6      0 R--r-- \Device\HarddiskVolume2
0x0000000033b0ff20      7      0 R--r-d \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\VMware VGAuth\ssleay32.dll
0x0000000033b21400      9      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\SecStore\CiST0000.000
0x0000000033b21650      8      1 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010001.dir
0x0000000033b217b0      8      1 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010006.ci
0x0000000033b21aa0      8      1 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010008.dir
0x0000000033b21ef0      8      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010003.wid
0x0000000033ece038     11      1 -W-rw- \Device\HarddiskVolume2 浉条健瑡h
0x0000000033ece3b8     12      0 RW-rw- \Device\HarddiskVolume2䴨ꎅ许诖rs\IEUser\AppData\Local\Google\Chrome\User Data\Default\Extensions\aa
0x0000000033ecec98      1      0 RW-rwd \Device\HarddiskVolume2\$ConvertToNonresident
0x0000000034006340      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\shell32.dll.mui
0x0000000034006528      4      0 R--r-- \Device\HarddiskVolume2ࠁ؃瑎て
0x0000000034006608      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\audiosrv.dll
0x0000000034006ca0      1      1 R--rw- \Device\HarddiskVolume2ᥨ쾓ᯈdows\System32\DriverStore\FileRepository
0x0000000034006d58      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003408d728      1      1 RW---- \Device\HarddiskVolume2\Users\IEUser\ntuser.dat.LOG1
0x000000003408d7e0      1      1 RW---- \Device\HarddiskVolume2\Users\IEUser\NTUSER.DAT
0x000000003408df80      6      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wpd_ci.dll
0x000000003419b4b8     11      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-RemoteConnectionManager%4Operational.evtx
0x000000003419be48      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\winsrv.dll.mui
0x00000000342e04b8      8      0 R--r-d \Device\HarddiskVolume2蕓瀈둄rs\IEUser\AppData\Roaming\Microsoft\Windows\Recent\desktop.ini
0x00000000342e0760      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\rasdlg.dll.mui
0x00000000342e2700      2      1 ------ \Device\NamedPipe\Winsock2\CatalogChangeListener-3ac-0
0x00000000342e2868      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\vmhgfs.dll
0x00000000342e29e8     10      1 RW-r-- \Device\HarddiskVolume2\Windows\Tasks\SCHEDLGU.TXT
0x00000000342e2d58      9      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\taskcomp.dll.mui
0x000000003434a0f0      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\setupapi.dll.mui
0x000000003434a4c8      5      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Internet Explorer.evtx
0x000000003434a6b0      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\PeerDist.dll
0x0000000034350b30      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dps.dll
0x00000000345d0038      1      1 ------ \Device\NamedPipe\efsrpc
0x00000000345d00f0      2      1 ------ \Device\NamedPipe\efsrpc
0x00000000345d0d30      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\vsstrace.dll
0x00000000345ec388      1      1 ------ \Device\Afd\Endpoint
0x00000000345ece38      1      1 R--rw- \Device\HarddiskVolume2reatAs
0x00000000346b4748      8      0 R--rwd \Device\HarddiskVolume2꟨ꂒ桀ꎋЂਃ晐䭆읨촁㧸賢佛¤
0x00000000346b4800      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00000000346c61a8      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\QUTIL.DLL
0x00000000346c6440      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\setupapi.dll.mui
0x00000000346dc1c8     15      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00000000346dc520     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00000000346dc9b0      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\WSDApi.dll
0x00000000346dcbd8      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\racengn.dll.mui
0x00000000346f4308      1      0 R--rwd \Device\HarddiskVolume2\
0x00000000346f43c0      6      0 R--rwd \Device\HarddiskVolume2È
0x00000000346f4478      5      0 R--rw- \Device\HarddiskVolume2diskVolume2\Windows\winsxs\FileMaps\program_files_windows_sidebar_gadgets_cu
0x000000003485c038      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003485c7f8      2      1 R--rwd \Device\HarddiskVolume2�ꅨưꂶgramData\Microsoft\User Account Pictures\Default Pictures\usertile10.bmp
0x000000003487e160      1      0 R--r-d \Device\HarddiskVolume2죮⽐
0x000000003487e358      9      1 RW-rw- \Device\HarddiskVolume2\Users\IEUser\AppData\Local\Microsoft\Windows\Temporary Internet Files\counters.dat
0x000000003487e648      8      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Windows Update.lnk
0x000000003488a788      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00000000349261d8      3      1 R--rwd \Device\HarddiskVolume2\Windows\System32\wbem\MOF
0x0000000034926290      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x0000000034926b30      3      0 R--r-d \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\plugins\vmsvc\diskWiper.dll
0x0000000034926c58      6      0 R--r-d \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\plugins\vmsvc\grabbitmqProxy.dll
0x0000000034926d58      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x0000000034926e68      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x00000000349ee4a8      8      0 R--rwd \Device\HarddiskVolume2P
0x0000000034a4b100     17      1 -W-r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\GatherLogs\SystemIndex\SystemIndex.8.Crwl
0x0000000034a4b400      1      0 RWDrwd \Device\HarddiskVolume20f2b12171b5.cdf-ms
0x0000000034a4b9a0      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\tquery.dll.mui
0x0000000034a9e0f0      1      1 R--r-- \Device\HarddiskVolume2
0x0000000034a9e1a8      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\vsstrace.dll.mui
0x0000000034a9e5d8      9      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.edb
0x0000000034ad7400      8      0 R--r-d \Device\HarddiskVolume2\Device\HarddiskVolume2\Program Files\Window
0x0000000034b013b0      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\DXP.dll
0x0000000034b01b50      1      0 R--r-- \Device\HarddiskVolume2ࠆؐ卆浩
0x0000000034b01f80      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\setupapi.dll.mui
0x0000000034c6ef80      1      1 R--rw- \Device\HarddiskVolume2
0x0000000034dad740      9      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\winhttp.dll.mui
0x0000000034efe1a8      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000000034feb840     16      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000000034feb920      8      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\services.lnk
0x00000000350ea3a0      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x00000000350ea4b0      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00000000350ea908      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x00000000350ea9c0      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\conhost.exe
0x00000000350eab30      6      0 R--r-d \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\plugins\vmsvc\powerOps.dll
0x00000000351143a8      1      0 R--rwd \Device\HarddiskVolume2�ꎟ킰褚뎘칽
0x0000000035114aa8      8      0 R--rwd \Device\HarddiskVolume2즸顈鹠ꈇdcjkdefgpdelpbcmbmeomcjbeemfm\5416.905.0.6_0\_locales\
0x0000000035114d58      8      0 R--rwd \Device\HarddiskVolume27\Lib\BaseHTTPServer.py.encr
0x000000003538d5e8      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\nci.dll
0x000000003538d9c0      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\wmiutils.dll
0x000000003538da78      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ksuser.dll
0x000000003538db30      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wdmaud.drv
0x000000003538dcc8      4      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\wbem\Repository\OBJECTS.DATA
0x0000000035403638      9      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00000000354036f0      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wsecedit.dll
0x000000003549f0b8      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003549f420      8      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000000035507640      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\crypt32.dll
0x0000000035507d58      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\shell32.dll
0x0000000035525f18      7      0 R--r-d \Device\HarddiskVolume2\Program Files\Internet Explorer\sqmapi.dll
0x00000000355b48d0      1      1 RW---- \Device\HarddiskVolume2\Users\IEUser\AppData\Local\Microsoft\Windows\WebCache\V01.log
0x00000000355b4ba8      6      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\ieframe.dll.mui
0x000000003565d3c0      5      0 R--r-d \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\VMware VGAuth\xsec_1_6.dll
0x000000003565dc18      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x00000000357ea290      7      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\explorerframe.dll.mui
0x00000000357ea9d0      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\win32spl.dll
0x00000000357eac38      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wshbth.dll
0x0000000035812d58      8      0 R--r-d \Device\HarddiskVolume2winsxs\Backup\x86_microsoft-windows-p..str
0x0000000035860400      1      1 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010009.dir
0x0000000035860f80      8      0 R--rwd \Device\HarddiskVolume2܎
0x00000000358ea9c8      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\KernelBase.dll.mui
0x00000000359d68e0      8      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Print Management.lnk
0x0000000035a47908     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000000035ae9e10      1      1 ------ \Device\NamedPipe\plugplay
0x0000000035ae9ec8      2      1 ------ \Device\NamedPipe\plugplay
0x0000000035b0c570      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\cscdll.dll
0x0000000035b0c7c0      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x0000000035b0cf80      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2
0x0000000035d6e978      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\npmproxy.dll
0x0000000035da4638      8      0 R--rwd \Device\HarddiskVolume2
0x0000000035da47a0      2      1 RW-r-- \Device\HarddiskVolume2\Users\IEUser\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TMContainer00000000000000000001.regtrans-ms
0x0000000035da4910      2      1 RW-r-- \Device\HarddiskVolume2\Users\IEUser\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TM.blf
0x0000000035da4f80      3      3 R--r-- \Device\HarddiskVolume2\Windows\inf\printupg.inf
0x0000000036009038      8      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\comdlg32.dll.mui
0x0000000036009490      6      0 R--r-d \Device\HarddiskVolume2_2c48fd0ccc1c41cc.cdf-ms$$_SYSTEM32_SP
0x00000000360097e0      8      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Computer Management.lnk
0x00000000360098d8      8      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Windows PowerShell\Windows PowerShell.lnk
0x00000000361c6038      2      1 ------ \Device\Afd\Endpoint
0x00000000361c6368      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\svchost.exe.mui
0x00000000361c6a18      2      1 ------ \Device\NamedPipe\Winsock2\CatalogChangeListener-2a8-0
0x000000003622e268      2      1 ------ \Device\Afd\Endpoint
0x000000003634a718      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wfapigp.dll
0x000000003634a818      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\vmicsvc.exe
0x0000000036418110      3      0 R--r-d \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\hgfs.dll
0x00000000364188a8      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x0000000036418960      5      0 R--r-d \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\plugins\vmsvc\guestInfo.dll
0x0000000036418b68      2      0 R--r-d \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\plugins\common\hgfsUsability.dll
0x0000000036418c20      5      0 R--r-d \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\deployPkg.dll
0x0000000036418cd8      3      0 R--r-d \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\plugins\vmsvc\bitMapper.dll
0x0000000036418f80      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\wlms\en-US\wlms.exe.mui
0x0000000036445380      9      0 RWD--- \Device\HarddiskVolume2\Windows\ServiceProfiles\NetworkService\AppData\Roaming\Microsoft\SoftwareProtectionPlatform\tokens.dat
0x0000000036445f80      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\msdtctm.dll
0x0000000036461290      9      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00000000365590c8      4      0 R--rwd \Device\HarddiskVolume2\Windows\System32\onex.dll
0x0000000036559418      3      0 R--rwd \Device\HarddiskVolume2\Windows\System32\uDWM.dll
0x000000003665f980     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003665fdf0      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\sechost.dll
0x000000003676ca88      6      0 R--r-d \Device\HarddiskVolume2
0x00000000367fedc8      8      0 R--rwd \Device\HarddiskVolume2\Windows\System32\spool\drive
0x00000000369e5158      6      0 R--rw- \Device\HarddiskVolume2ö
0x00000000369e52b8      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\msxml3r.dll
0x00000000369e54e0      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\spool\drivers\w32x86\3\en-US\PS5UI.DLL.mui
0x00000000369e5cc8      5      0 R--rw- \Device\HarddiskVolume2�蹓Ẉꎆ점
0x0000000036a69dd0      1      1 R--r-d \Device\HarddiskVolume2쥠칧簅dows\System32\DriverStore\FileReposi
0x0000000036b30c98      2      1 ------ \Device\Afd\Endpoint
0x0000000036b61310      8      0 R--r-- \Device\HarddiskVolume2臭ꔭ
0x0000000036b61aa0      8      0 R--r-d \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\VMware VGAuth\VGAuthService.exe
0x0000000036b61eb8      2      1 RW-r-- \Device\HarddiskVolume2\Users\IEUser\AppData\Local\Microsoft\Windows\UsrClass.dat{bf585ff9-3bfe-11e3-ad72-00155de6c5e3}.TMContainer00000000000000000001.regtrans-ms
0x0000000036d817f8      8      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Windows PowerShell\Windows PowerShell ISE.lnk
0x0000000036da8c48      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\setupapi.dll.mui
0x0000000036dca9d0      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dbghelp.dll
0x0000000036dd6368     12      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000000036dd6618     11      1 -W-rw- \Device\HarddiskVolume2Ě
0x0000000036dd6c90      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\ntevt.dll
0x0000000036dd6df0      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\srvsvc.dll
0x0000000036e3cda8      1      0 R--rw- \Device\HarddiskVolume2䀈ꈗↀꈓgramData\Microsoft\User Account Pictures\Default Pictures\usertile30.bmp
0x0000000036ead528      8      0 R--r-- \Device\HarddiskVolume2\Windows\Globalization\Sorting\SortDefault.nls
0x0000000036ead9b0      1      1 ------ \Device\NamedPipe\InitShutdown
